id_eleve,serie_cible,math,physique,svt,francais,histoire,aptitude_logique,niveau_motivation,centre_interet,interesse_par_informatique,moyenne_generale
NS11071,LLA,55.0,63.0,57.0,91.0,72.0,3.0,Très élevée,Lettres et langues,Non,67.6
NS12849,SMP,74.0,75.0,62.0,64.0,,3.0,Élevée,Sciences et technologie,Oui,68.6
NS11037,SMP,,85.0,72.0,57.0,51.0,5.0,Très élevée,Informatique,Oui,67.4
NS10889,SES,77.0,64.0,52.0,81.0,70.0,,Très élevée,Sciences et technologie,Oui,68.8
NS11053,SES,71.0,69.0,60.0,83.0,87.0,3.0,Élevée,Économie et société,Non,74.0
NS10707,SES,65.0,67.0,64.0,76.0,100.0,4.0,Moyenne,Sciences et technologie,Oui,74.4
NS10424,SVT,61.0,66.0,89.0,58.0,,4.0,Élevée,Sciences et technologie,Non,67.8
NS10069,SVT,78.0,73.0,85.0,73.0,51.0,4.0,Très élevée,Santé et environnement,Non,72.0
NS12249,LLA,49.0,62.0,53.0,91.0,77.0,3.0,Très élevée,Arts et culture,Non,66.4
NS12535,SES,70.0,54.0,90.0,57.0,70.0,3.0,Moyenne,Économie et société,Oui,68.2
NS12839,LLA,51.0,31.0,63.0,99.0,85.0,2.0,Très élevée,Arts et culture,Oui,65.8
NS12406,SVT,59.0,69.0,86.0,75.0,48.0,4.0,Très élevée,Sciences et technologie,,67.4
NS12963,SES,78.0,50.0,79.0,78.0,81.0,4.0,Très élevée,Sciences et technologie,Non,73.2
NS12581,SMP,82.0,84.0,78.0,56.0,65.0,4.0,Élevée,Informatique,Oui,73.0
NS12092,LLA,59.0,78.0,49.0,88.0,60.0,3.0,Très élevée,Arts et culture,Non,66.8
NS10940,SES,66.0,48.0,54.0,78.0,87.0,3.0,Très élevée,Économie et société,,66.6
NS10620,SES,64.0,50.0,71.0,79.0,86.0,3.0,,Économie et société,Non,70.0
NS12519,SES,83.0,49.0,,72.0,74.0,3.0,Très élevée,Économie et société,Non,68.0
NS11196,SVT,73.0,75.0,89.0,75.0,70.0,4.0,Très élevée,Santé et environnement,Non,76.4
NS12067,SES,75.0,42.0,73.0,75.0,87.0,2.0,Très élevée,Économie et société,Oui,70.4
NS11032,SMP,78.0,75.0,53.0,65.0,60.0,5.0,Élevée,Informatique,,66.2
NS11505,SMP,91.0,85.0,60.0,74.0,59.0,4.0,Moyenne,Sciences et technologie,Oui,73.8
NS11576,SES,71.0,63.0,60.0,82.0,66.0,2.0,Élevée,Sciences et technologie,Non,68.4
NS12130,LLA,56.0,40.0,58.0,96.0,67.0,2.0,Très élevée,Arts et culture,Non,63.4
NS12044,SES,69.0,62.0,52.0,82.0,74.0,4.0,Moyenne,Économie et société,Non,67.8
NS11395,SES,64.0,56.0,60.0,85.0,,4.0,Élevée,Sciences et technologie,Non,69.2
NS10279,SVT,83.0,70.0,100.0,78.0,50.0,3.0,Élevée,Sciences et technologie,,76.2
NS11465,SMP,78.0,80.0,68.0,66.0,73.0,4.0,Élevée,Sciences et technologie,Non,73.0
NS11503,LLA,74.0,31.0,,90.0,71.0,3.0,Très élevée,Arts et culture,Non,66.6
NS12282,LLA,35.0,53.0,76.0,69.0,69.0,4.0,Très élevée,Arts et culture,Non,60.4
NS12838,SVT,64.0,81.0,,,64.0,3.0,Élevée,Santé et environnement,Oui,72.8
NS12723,SMP,71.0,82.0,78.0,82.0,59.0,4.0,Élevée,Informatique,Oui,74.4
NS10553,LLA,46.0,62.0,67.0,86.0,68.0,2.0,Très élevée,Lettres et langues,Non,65.8
NS10834,SMP,83.0,75.0,91.0,60.0,57.0,5.0,Très élevée,Sciences et technologie,Oui,73.2
NS10962,SMP,77.0,78.0,72.0,71.0,67.0,4.0,Élevée,Informatique,Oui,73.0
NS10596,LLA,56.0,59.0,63.0,90.0,90.0,3.0,Très élevée,Arts et culture,Non,71.6
NS12451,SES,73.0,42.34474575001861,57.50453506402593,95.0,73.0,4.0,Élevée,Économie et société,Oui,68.2
NS10802,LLA,55.0,41.0,59.0,79.0,79.0,2.0,Très élevée,Arts et culture,Oui,62.6
NS12136,SES,82.0,64.0,74.0,87.0,88.0,3.0,Élevée,Sciences et technologie,Non,79.0
NS12985,SMP,82.0,82.0,72.0,65.0,69.0,5.0,Élevée,Informatique,Non,74.0
NS12719,SMP,96.0,68.0,59.0,59.0,62.0,5.0,Élevée,Sciences et technologie,Oui,68.8
NS10440,SES,67.0,47.0,54.0,88.0,87.0,4.0,Très élevée,Économie et société,Non,68.6
NS10508,SVT,64.0,74.0,100.0,68.0,52.0,4.0,Très élevée,Sciences et technologie,Non,71.6
NS10076,SMP,62.42817536051755,83.0,77.81903951206202,69.0,77.0,4.0,Élevée,Informatique,Oui,73.8
NS12481,SMP,93.0,82.0,67.0,67.0,59.0,4.0,Élevée,Sciences et technologie,Oui,73.6
NS10649,SMP,82.0,76.0,95.0,50.0,40.0,,Élevée,Informatique,Non,68.6
NS10522,LLA,59.0,52.0,73.0,76.0,73.0,2.0,Élevée,Lettres et langues,Non,66.6
NS11487,LLA,50.0,61.0,66.0,68.0,97.0,3.0,Élevée,Lettres et langues,Non,68.4
NS12208,SVT,65.0,82.0,77.0,59.0,86.0,3.0,Élevée,Sciences et technologie,Oui,73.8
NS11494,SMP,90.0,68.0,64.0,55.0,81.0,4.0,Élevée,Informatique,Oui,71.6
NS10654,LLA,65.0,51.6302640373382,54.0,96.0,77.25714134836022,,Élevée,Arts et culture,,68.8
NS12816,LLA,64.0,49.0,63.0,94.0,88.0,2.0,Élevée,Lettres et langues,Non,71.6
NS11538,SES,65.0,50.0,70.0,83.0,72.0,3.0,Élevée,Économie et société,Oui,68.0
NS11423,LLA,61.0,45.0,71.0,73.0,79.0,3.0,Très élevée,Lettres et langues,Oui,65.8
NS11651,LLA,58.0,61.0,62.0,83.0,79.0,3.0,Très élevée,Arts et culture,Non,68.6
NS10630,SVT,66.0,64.0,92.0,,55.0,5.0,Très élevée,Santé et environnement,Non,70.2
NS12541,SES,57.0,76.0,63.0,68.0,80.0,3.0,Très élevée,Économie et société,Non,68.8
NS11507,SMP,75.0,67.0,69.0,66.0,57.0,5.0,Élevée,Sciences et technologie,Oui,66.8
NS12941,LLA,41.0,55.0,62.0,95.0,79.0,2.0,Très élevée,Lettres et langues,Oui,66.4
NS10482,SMP,87.0,86.0,74.0,64.0,62.0,4.0,,Sciences et technologie,Oui,74.6
NS11927,SMP,77.0,78.0,70.0,75.0,57.0,4.0,Très élevée,Sciences et technologie,Non,71.4
NS11113,SES,68.0,52.0,67.0,62.0,89.0,3.0,Élevée,Économie et société,Non,67.6
NS12563,SES,74.0,82.0,,73.0,77.0,4.0,Très élevée,Économie et société,Oui,73.6
NS11088,SMP,73.0,78.0,66.0,69.0,47.0,4.0,Très élevée,Sciences et technologie,Oui,66.6
NS10438,SVT,67.0,,96.0,70.8719577174505,67.7816809090018,4.0,Élevée,Santé et environnement,Oui,74.9
NS11717,SVT,64.0,68.0,74.0,74.0,63.0,3.0,Très élevée,Sciences et technologie,Non,68.6
NS12443,SVT,66.0,69.0,76.0,87.0,68.0,4.0,Très élevée,Santé et environnement,Non,73.2
NS10856,LLA,59.0,58.0,61.0,63.0,72.0,2.0,Moyenne,Arts et culture,Non,62.6
NS11983,LLA,68.0,36.0,52.0,77.0,100.0,2.0,Très élevée,Arts et culture,,66.6
NS10166,LLA,58.0,53.0,59.0,95.0,73.0,4.0,Très élevée,Lettres et langues,Non,67.6
NS10059,LLA,44.0,59.0,60.08837131767618,67.48799099987905,75.0,2.0,Élevée,,Non,61.1
NS10611,SMP,84.0,79.0,63.0,57.0,59.0,4.0,Très élevée,Sciences et technologie,Oui,68.4
NS10530,SES,81.0,51.0,59.0,91.0,80.0,3.0,Très élevée,Économie et société,Non,72.4
NS12787,SVT,70.0,73.0,100.0,80.0,67.0,3.0,Élevée,Santé et environnement,Oui,78.0
NS10049,SES,79.0,46.0,72.0,80.0,76.0,3.0,Moyenne,Sciences et technologie,Non,70.6
NS11883,SVT,63.0,71.0,71.0,59.0,64.0,4.0,Très élevée,Santé et environnement,Non,65.6
NS11011,SVT,70.0,69.0,83.0,59.0,75.0,4.0,Très élevée,,Oui,71.2
NS10858,SVT,59.0,63.0,75.0,81.0,80.0,5.0,Élevée,Santé et environnement,Non,71.6
NS11017,SMP,82.0,82.0,64.0,72.0,52.0,3.0,Moyenne,Sciences et technologie,Oui,70.4
NS10048,SES,71.0,64.0,60.0,70.0,77.0,3.0,Élevée,Sciences et technologie,Non,68.4
NS10719,SMP,90.0,90.0,46.0,73.0,76.0,5.0,Élevée,Informatique,Non,75.0
NS12390,LLA,51.0,45.0,68.0,81.0,88.0,3.0,Élevée,Lettres et langues,Non,66.6
NS12652,SES,70.0,46.0,47.0,68.0,,4.0,Très élevée,Économie et société,Non,63.2
NS12246,SES,79.0,59.0,52.0,,74.0,3.0,Élevée,Économie et société,Oui,66.2
NS11159,SVT,70.0,75.0,79.0,73.0,56.0,3.0,Élevée,Santé et environnement,Oui,70.6
NS10632,LLA,59.0,43.0,59.0,80.0,86.0,3.0,Très élevée,Lettres et langues,Non,65.4
NS11338,SMP,58.0,84.0,55.0,80.0,64.0,3.0,Élevée,Sciences et technologie,Non,68.2
NS12127,SES,59.0,58.0,67.0,65.0,84.0,3.0,Élevée,,Non,66.6
NS12602,SVT,84.0,,82.0,85.0,75.0,5.0,Très élevée,Santé et environnement,Non,78.4
NS11436,SVT,52.0,77.0,82.0,71.0,71.0,2.0,Très élevée,Sciences et technologie,Oui,70.6
NS10025,SVT,76.0,78.0,77.0,61.0,65.0,2.0,Très élevée,Santé et environnement,Oui,71.4
NS12965,LLA,50.0,30.0,79.0,83.0,,2.0,Très élevée,Lettres et langues,Non,63.0
NS10219,SMP,83.0,83.0,65.0,47.0,62.0,4.0,Élevée,Sciences et technologie,Oui,68.0
NS12818,SVT,71.36080842488907,77.0,86.22404980004337,65.0,64.0,4.0,Élevée,Santé et environnement,Non,72.7
NS10276,SMP,79.0,80.0,55.0,66.0,48.0,5.0,Élevée,Sciences et technologie,Oui,65.6
NS12157,LLA,65.0,56.97086750861014,85.87164357926062,98.0,76.0,2.0,Très élevée,Lettres et langues,Non,76.4
NS11480,SVT,65.0,60.0,91.0,85.0,58.0,4.0,Très élevée,Santé et environnement,Oui,71.8
NS11235,SMP,71.0,84.0,74.0,69.0,57.0,4.0,Élevée,Informatique,Oui,71.0
NS11593,SES,75.0,60.0,67.0,88.0,,4.0,Élevée,Économie et société,Non,72.0
NS10999,SVT,79.0,82.0,81.0,52.0,70.0,3.0,Très élevée,Sciences et technologie,Oui,72.8
NS12140,SVT,,77.0,91.0,79.0,55.0,3.0,Élevée,Santé et environnement,Oui,74.6
NS10361,SMP,83.0,80.0,78.0,69.0,62.0,5.0,Élevée,Sciences et technologie,Non,74.4
NS11457,LLA,57.0,45.0,62.0,79.0,77.0,,Très élevée,Lettres et langues,Oui,64.0
NS11993,SVT,76.0,79.0,99.0,53.0,54.0,3.0,Élevée,Santé et environnement,Non,72.2
NS11671,SES,70.0,52.0,67.0,61.0,62.0,4.0,Élevée,Économie et société,Non,62.4
NS12334,LLA,55.0,45.0,58.0,91.0,75.0,2.0,Élevée,Lettres et langues,Oui,64.8
NS11650,SMP,86.0,89.0,61.0,57.0,68.0,5.0,Très élevée,Informatique,Oui,72.2
NS11835,SVT,71.0,,90.0,78.0,55.0,3.0,Très élevée,Sciences et technologie,Non,74.0
NS11114,SES,70.0,,65.0,78.0,75.0,4.0,Élevée,Économie et société,Non,68.8
NS11846,SVT,54.0,83.0,84.0,,61.0,4.0,Élevée,Sciences et technologie,Non,68.6
NS11317,LLA,61.0,61.0,56.0,91.0,64.0,,Très élevée,Lettres et langues,Oui,66.6
NS12629,SVT,56.0,73.0,77.0,65.0,64.0,3.0,Très élevée,Santé et environnement,Non,67.0
NS10297,SMP,88.0,67.0,61.0,59.0,,4.0,Élevée,Sciences et technologie,Oui,65.4
NS11313,SVT,68.0,71.0,86.0,73.0,68.0,4.0,Très élevée,Santé et environnement,Oui,73.2
NS10937,SES,55.0,62.0,74.0,82.0,85.0,4.0,Très élevée,Sciences et technologie,,71.6
NS10240,LLA,42.0,52.0,57.0,69.0,82.0,2.0,Élevée,Lettres et langues,Oui,60.4
NS11432,SES,67.0,73.0,44.0,75.0,77.0,4.0,Très élevée,Économie et société,Non,67.2
NS10582,SMP,73.0,64.0,53.0,80.0,59.0,5.0,Élevée,Informatique,Oui,65.8
NS12906,SMP,100.0,78.0,61.0,77.0,65.0,5.0,Très élevée,Sciences et technologie,Oui,76.2
NS11954,SVT,67.0,58.0,82.0,85.0,59.0,4.0,Très élevée,Santé et environnement,Oui,70.2
NS11334,SMP,93.0,91.0,65.0,71.0,68.0,5.0,Très élevée,Sciences et technologie,Non,77.6
NS11729,SES,71.0,45.0,61.0,76.0,86.0,3.0,Élevée,Économie et société,Non,67.8
NS11672,LLA,55.0,59.0,55.0,86.0,72.0,3.0,Très élevée,Arts et culture,Non,65.4
NS10350,SMP,62.0,,70.0,59.0,64.0,3.0,Élevée,,Non,66.6
NS12745,SMP,85.0,67.0,55.0,67.0,59.0,4.0,Élevée,Sciences et technologie,Oui,66.6
NS11220,SVT,85.0,76.0,,86.0,53.0,4.0,Élevée,Sciences et technologie,Non,75.0
NS10349,LLA,50.0,55.0,60.0,74.0,,2.0,Très élevée,Lettres et langues,Non,63.6
NS11518,SMP,87.0,77.0,54.35647512403095,58.0,72.15294496765145,5.0,Moyenne,Sciences et technologie,Non,69.7
NS12547,SVT,,77.0,76.0,75.0,72.0,3.0,Élevée,Santé et environnement,Non,69.4
NS10643,SMP,93.0,83.0,55.0,62.0,58.0,3.0,Élevée,Sciences et technologie,Oui,70.2
NS12835,SVT,63.0,63.0,86.0,77.0,53.0,5.0,Élevée,Santé et environnement,Non,68.4
NS10944,SMP,85.0,86.0,76.0,74.0,77.0,,Élevée,Informatique,Oui,79.6
NS11462,SES,79.0,73.0,51.0,92.0,77.0,4.0,Très élevée,Économie et société,Non,74.4
NS10657,LLA,72.0,57.0,56.0,81.0,71.0,4.0,Élevée,Lettres et langues,Non,67.4
NS12702,SMP,73.0,79.0,67.0,72.0,75.0,4.0,Élevée,Sciences et technologie,Oui,73.2
NS12893,LLA,55.0,63.0,70.0,88.0,87.0,2.0,Élevée,Lettres et langues,Non,72.6
NS11236,SVT,63.0,,69.0,63.0,62.0,4.0,Très élevée,Santé et environnement,Non,61.0
NS12467,SVT,,72.0,97.0,90.0,48.0,4.0,Élevée,Santé et environnement,Non,76.4
NS10647,SVT,75.0,70.0,89.0,76.0,,4.0,Élevée,Santé et environnement,Oui,75.0
NS11125,SMP,84.0,74.0,72.0,62.0,51.0,4.0,Très élevée,Sciences et technologie,Non,68.6
NS11110,LLA,64.0,32.0,57.0,73.0,66.0,1.0,,Arts et culture,Non,58.4
NS12650,SES,57.0,68.0,57.0,73.0,79.0,4.0,Très élevée,Économie et société,Oui,66.8
NS11940,SVT,67.0,,79.0,69.0,55.0,2.0,Très élevée,Santé et environnement,Non,69.8
NS10538,SES,60.0,60.0,41.0,79.0,78.0,4.0,Très élevée,Sciences et technologie,Non,63.6
NS11048,LLA,60.0,,57.0,79.0,72.0,2.0,Très élevée,Arts et culture,Oui,60.4
NS12983,SVT,84.0,65.0,98.0,71.0,57.0,4.0,Élevée,Santé et environnement,Oui,75.0
NS12375,SVT,73.0,71.0,83.0,75.0,89.0,3.0,Élevée,Santé et environnement,Oui,78.2
NS12209,LLA,50.0,56.0,58.0,88.0,74.0,2.0,Très élevée,Lettres et langues,Non,65.2
NS12338,SVT,79.0,53.0,87.0,67.0,64.0,3.0,Élevée,Santé et environnement,Non,70.0
NS12162,SES,66.0,57.0,72.0,,84.0,3.0,Élevée,Économie et société,Non,71.4
NS10801,SES,67.0,47.0,58.0,84.0,82.0,2.0,Moyenne,Sciences et technologie,Non,67.6
NS10786,LLA,58.0,52.0,60.0,89.0,81.0,3.0,Élevée,,Non,68.0
NS12694,SES,62.0,63.0,61.0,81.0,91.0,5.0,Très élevée,Sciences et technologie,Non,71.6
NS12040,SES,68.0,51.0,78.16692844071375,81.0,75.09333200447182,3.0,Moyenne,Économie et société,Oui,70.7
NS10788,SMP,82.0,91.0,65.0,57.0,56.0,4.0,Moyenne,Sciences et technologie,Oui,70.2
NS12183,SMP,73.0,88.0,62.0,77.0,65.0,4.0,Élevée,Sciences et technologie,Non,73.0
NS12468,SMP,94.0,80.0,77.0,76.0,62.0,4.0,Très élevée,Informatique,Oui,77.8
NS12013,SVT,71.0,69.0,84.0,71.0,90.0,3.0,Très élevée,Sciences et technologie,Non,77.0
NS10714,SMP,70.0,88.0,88.0,63.0,71.0,3.0,Très élevée,Sciences et technologie,Oui,76.0
NS10803,SVT,74.0,61.0,86.0,68.0,,3.0,Élevée,Santé et environnement,,72.8
NS12008,SVT,86.0,62.0,85.0,73.0,42.0,3.0,Très élevée,Santé et environnement,Oui,69.6
NS12761,LLA,50.0,55.0,53.0,76.0,82.0,4.0,Très élevée,Arts et culture,Non,63.2
NS10123,SVT,69.0,54.0,88.0,74.0,61.0,3.0,Élevée,Sciences et technologie,Oui,69.2
NS11808,SMP,88.02616690307575,77.0,52.0,62.682387729719245,61.0,5.0,Très élevée,Sciences et technologie,Oui,68.1
NS12286,SES,81.85966621499723,45.0,67.0,55.18017759674275,61.0,4.0,Élevée,Économie et société,Oui,62.0
NS12147,LLA,62.0,44.0,53.0,77.0,94.0,2.0,Très élevée,Lettres et langues,Oui,66.0
NS10618,SVT,84.0,78.0,,67.0,58.0,4.0,Élevée,Sciences et technologie,Non,76.8
NS10406,SVT,73.0,60.0,91.0,58.0,66.0,3.0,Élevée,Santé et environnement,Oui,69.6
NS11157,SES,65.0,57.0,63.0,66.0,68.0,4.0,Très élevée,Sciences et technologie,Oui,63.8
NS11068,SMP,93.0,76.0,60.0,63.0,69.0,5.0,Élevée,Sciences et technologie,Oui,72.2
NS11133,LLA,63.0,42.0,47.0,100.0,82.0,3.0,Moyenne,Lettres et langues,Non,66.8
NS12905,SMP,72.0,84.0,55.0,71.0,38.0,5.0,Élevée,Sciences et technologie,Oui,64.0
NS10497,SVT,58.0,52.0,,78.0,63.0,2.0,Élevée,Santé et environnement,Non,65.6
NS11061,LLA,36.0,31.0,71.0,90.0,71.0,3.0,Moyenne,,Oui,59.8
NS10325,SES,65.0,69.0,45.0,64.0,80.0,3.0,Élevée,Sciences et technologie,Non,64.6
NS10342,SMP,90.0,95.0,68.0,68.0,69.0,,Élevée,Sciences et technologie,Oui,78.0
NS12356,LLA,52.0,48.57671384961417,56.0,94.10623959092692,100.0,3.0,Moyenne,Arts et culture,Oui,70.1
NS12266,LLA,59.0,48.0,71.0,90.0,81.0,2.0,Élevée,Arts et culture,Non,69.8
NS10782,LLA,54.0,53.0,35.0,92.0,81.0,1.0,Élevée,Lettres et langues,Non,63.0
NS12367,SMP,91.5511459242814,80.0,75.84856307071755,56.0,84.0,4.0,Élevée,Sciences et technologie,Oui,77.5
NS10299,SES,68.0,115.0,63.0,75.0,79.0,2.0,Très élevée,Économie et société,Non,71.8
NS11461,SMP,84.0,86.0,67.0,67.0,61.0,,,,Oui,73.0
NS12373,LLA,61.0,52.0,64.0,91.0,76.0,3.0,Très élevée,Arts et culture,Non,68.8
NS10303,SES,62.0,61.0,42.0,76.0,83.0,3.0,Très élevée,Économie et société,Oui,64.8
NS11237,SMP,91.4615432372696,86.0,55.0,82.21787920197764,,5.0,Élevée,Informatique,Non,78.3
NS12571,SES,69.0,58.0,66.76526375631634,76.61525219471707,80.0,3.0,Très élevée,Sciences et technologie,Oui,70.1
NS11656,SMP,86.0,79.0,62.0,53.0,52.0,5.0,Très élevée,Sciences et technologie,Oui,66.4
NS10664,LLA,37.0,64.0,77.0,77.0,86.0,3.0,Élevée,Lettres et langues,Oui,68.2
NS11690,SVT,75.0,60.0,98.0,61.0,65.0,3.0,Très élevée,Santé et environnement,,71.8
NS10220,SVT,75.0,70.0,74.0,60.0,48.0,3.0,,Sciences et technologie,Non,65.4
NS11626,SMP,70.0,98.0,40.0,70.0,57.0,4.0,Moyenne,Informatique,Oui,67.0
NS11188,SES,58.0,49.0,53.0,77.0,89.0,3.0,Élevée,Sciences et technologie,Oui,65.2
NS11455,LLA,40.0,42.0,44.0,93.0,74.0,3.0,Élevée,Lettres et langues,Non,58.6
NS10449,SES,55.0,51.0,73.0,57.0,,3.0,Élevée,Économie et société,Non,62.8
NS12002,SMP,81.0,84.0,72.0,66.0,70.0,5.0,Élevée,Informatique,Oui,74.6
NS12616,SVT,75.0,83.0,87.0,60.0,64.0,4.0,Élevée,Sciences et technologie,Oui,73.8
NS10084,SMP,81.0,73.0,73.0,75.0,63.0,3.0,Élevée,Sciences et technologie,Oui,73.0
NS10941,LLA,25.0,53.86399897046897,47.43677329052966,86.0,66.0,2.0,Très élevée,Arts et culture,Non,55.7
NS10961,SVT,80.0,46.0,91.0,62.0,76.0,4.0,Élevée,Santé et environnement,Oui,71.0
NS10841,SVT,83.0,56.0,89.0,64.0,68.0,,Très élevée,Santé et environnement,Non,72.0
NS11326,SMP,89.0,96.0,65.0,57.0,61.0,5.0,,Informatique,Oui,73.6
NS12378,SVT,79.0,69.0,91.0,75.0,61.0,3.0,Très élevée,Sciences et technologie,Non,75.0
NS12430,SMP,97.0,89.0,71.0,64.0,75.0,4.0,Élevée,,Oui,79.2
NS11373,SES,80.0,61.0,50.0,72.0,85.0,2.0,Très élevée,Sciences et technologie,Non,69.6
NS10290,SVT,64.0,57.0,100.0,60.0,60.0,4.0,Très élevée,Sciences et technologie,Non,68.2
NS11867,SVT,79.0,50.0,94.0,72.0,63.0,3.0,Très élevée,Sciences et technologie,Non,71.6
NS11554,SVT,85.0,72.0,64.0,70.0,59.0,,Élevée,Sciences et technologie,Non,70.0
NS10604,LLA,64.0,42.0,56.0,72.0,89.0,3.0,Élevée,Lettres et langues,Non,64.6
NS12032,SES,68.577513829853,53.82833877709815,49.0,76.0,,4.0,Très élevée,Sciences et technologie,Oui,66.5
NS10916,SMP,88.0,,70.0,73.0,73.0,5.0,Très élevée,Sciences et technologie,Oui,77.8
NS12632,SVT,74.0,76.0,73.0,79.0,79.0,4.0,Très élevée,Santé et environnement,Non,76.2
NS12337,SMP,79.0,76.0,66.0,62.0,74.0,4.0,Élevée,Sciences et technologie,Oui,71.4
NS12098,SES,82.0,62.15304588062845,50.0,93.0,82.40040834073031,3.0,Très élevée,Sciences et technologie,Non,73.9
NS12437,SVT,73.0,68.0,92.0,75.0,54.0,3.0,Élevée,Santé et environnement,Oui,72.4
NS10821,SES,59.0,49.8442276188564,40.0,79.0,70.88712151115392,3.0,Moyenne,Économie et société,Non,59.7
NS12469,SES,,49.0,54.0,83.0,71.0,4.0,Très élevée,,Oui,65.8
NS11000,LLA,66.0,59.0,32.0,77.0,86.0,2.0,Très élevée,Arts et culture,Oui,64.0
NS11703,SMP,86.0,81.0,77.0,84.0,40.0,4.0,Élevée,Sciences et technologie,Oui,73.6
NS10018,SVT,44.0,70.0,96.0,65.0,81.0,4.0,Très élevée,Santé et environnement,Non,71.2
NS11777,LLA,59.0,49.0,48.0,79.0,86.0,3.0,Très élevée,Arts et culture,Oui,64.2
NS11208,SVT,72.0,64.0,84.0,77.0,83.0,3.0,Très élevée,Sciences et technologie,Oui,76.0
NS12560,LLA,48.0,56.0,64.0,84.0,67.0,3.0,Très élevée,Lettres et langues,Oui,63.8
NS11936,SVT,68.0,,91.0,72.0,67.0,4.0,Très élevée,Santé et environnement,Non,74.2
NS11718,SMP,95.0,70.0,71.0,71.0,67.0,4.0,Élevée,Sciences et technologie,Oui,74.8
NS11427,LLA,63.0,51.0,63.0,83.0,78.0,3.0,Élevée,Arts et culture,Non,67.6
NS12241,LLA,53.0,59.0,49.0,93.0,86.0,2.0,Très élevée,Lettres et langues,Oui,68.0
NS12310,SES,70.0,,66.0,77.0,75.0,4.0,Très élevée,Sciences et technologie,Non,68.0
NS11357,SVT,44.0,65.0,89.0,69.0,62.0,3.0,Élevée,Santé et environnement,Oui,65.8
NS12057,SMP,96.0,86.0,74.0,55.0,,4.0,Faible,Sciences et technologie,Oui,77.8
NS10360,SES,61.0,57.0,63.0,83.0,87.0,3.0,Très élevée,Économie et société,Oui,70.2
NS12270,SES,79.0,52.0,71.0,74.0,79.0,2.0,Élevée,Économie et société,Non,71.0
NS12084,SES,67.0,66.0,58.0,70.0,79.0,2.0,Très élevée,Économie et société,Non,68.0
NS11564,SMP,85.0,79.0,66.93735245752521,66.0,64.44929905873808,5.0,Élevée,Sciences et technologie,Oui,72.3
NS10344,SES,57.0,52.0,59.0,75.0,76.0,3.0,Élevée,Sciences et technologie,Oui,63.8
NS10986,SMP,77.0,82.0,72.0,80.0,50.0,5.0,Très élevée,Informatique,Oui,72.2
NS11260,LLA,50.0,45.0,65.0,89.0,74.0,3.0,Élevée,Arts et culture,Oui,64.6
NS11713,SMP,76.0,86.0,55.0,71.0,48.0,4.0,Élevée,Sciences et technologie,Oui,67.2
NS11720,LLA,73.0,66.0,59.0,84.0,71.0,3.0,Très élevée,Lettres et langues,Oui,70.6
NS12646,SMP,95.0,70.0,64.0,78.0,63.0,5.0,Très élevée,Sciences et technologie,Non,74.0
NS12886,LLA,62.0,49.0,55.0,92.0,79.0,3.0,Très élevée,Arts et culture,Non,67.4
NS11575,SVT,86.80718100559807,57.0,84.33543000331142,79.0,68.0,3.0,Élevée,,Oui,75.0
NS10085,SES,63.0,61.0,75.0,89.0,84.0,4.0,Très élevée,Économie et société,Oui,74.4
NS12063,SES,,70.0,52.0,68.0,91.0,4.0,Élevée,Économie et société,Non,70.6
NS10668,LLA,66.0,57.0,62.0,73.0,72.0,3.0,Élevée,Arts et culture,Oui,66.0
NS11014,SVT,85.53914621435298,58.15353491801522,100.0,68.0,66.0,3.0,Élevée,Santé et environnement,Oui,75.5
NS10128,SVT,59.0,54.0,76.0,79.0,76.0,4.0,Moyenne,Sciences et technologie,,68.8
NS11873,LLA,55.0,57.0,52.0,77.0,76.0,3.0,Très élevée,Arts et culture,Non,63.4
NS11146,SVT,52.0,61.0,90.0,83.26850518336849,61.88047760277687,4.0,Élevée,Sciences et technologie,Non,69.6
NS10891,SES,64.0,52.0,63.0,88.0,82.0,,Très élevée,Économie et société,Oui,69.8
NS12471,SES,63.0,63.0,74.0,70.0,81.0,4.0,Élevée,Économie et société,Non,70.2
NS10307,SVT,,61.0,89.0,78.0,59.0,4.0,Très élevée,,Non,73.4
NS10383,SMP,90.0,71.0,74.0,63.0,80.0,5.0,Très élevée,Sciences et technologie,Non,75.6
NS11833,SMP,97.0,90.0,61.0,61.0,69.0,4.0,Élevée,Sciences et technologie,Oui,75.6
NS11127,LLA,61.0,45.0,62.0,90.0,76.0,2.0,Très élevée,Lettres et langues,Non,66.8
NS10426,SVT,74.0,59.0,71.0,58.0,62.0,4.0,Élevée,Santé et environnement,Non,64.8
NS10494,LLA,63.0,57.0,65.0,96.0,91.0,3.0,,Arts et culture,Non,74.4
NS11565,SES,63.0,64.0,62.0,,67.0,4.0,Très élevée,Économie et société,,65.8
NS12791,SVT,58.0,55.0,88.0,72.0,69.0,3.0,Moyenne,Santé et environnement,Non,68.4
NS12611,SMP,98.0,100.0,71.0,70.0,63.0,4.0,Très élevée,Sciences et technologie,Oui,80.4
NS11251,SMP,98.0,,,67.0,60.0,4.0,Moyenne,Sciences et technologie,Non,71.6
NS11295,SES,,64.0,53.0,78.0,81.0,3.0,Très élevée,Économie et société,Non,65.6
NS10275,SES,58.0,55.201468687602805,56.0,79.97400028164341,78.0,5.0,Très élevée,Économie et société,Oui,65.4
